Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,28839-251146,Vanit Place,Company Owned,1126/1 New Petchburi Rd,Bangkok,Bangkok,Thailand,10400,844387401,GMT+07:00 Asia/Bangkok,100.55,13.75
Starbucks,22334-218964,Im Park Sam Yan,Company Owned,"272 Soi Chula 22, Wangmai, Pathum Wan, A Link",Bangkok,Bangkok,Thailand,10330,922464190,GMT+07:00 Asia/Bangkok,100.52,13.74
Starbucks,25906-242707,A Link Square,Company Owned,"44 Soi Sukhumvit 71,Ramkhamhaeng rd., Saunluang",Bangkok,Bangkok,Thailand,10250,614033514,GMT+07:00 Asia/Bangkok,100.6,13.74
Starbucks,47521-249024,Ease Park,Company Owned,Ramintra Road,Bangkok,Bangkok,Thailand,,625985223,GMT+07:00 Asia/Bangkok,100.63,13.86
Starbucks,33728-152607,Camp Davis,Company Owned,"88, Camp Davis, Sukhumvit 24 Soi",Bangkok,Bangkok,Thailand,10110,844387343,GMT+07:00 Asia/Bangkok,100.57,13.72
Starbucks,21907-216326,Robinson Bangrak,Company Owned,"Charoenkrung Road, Bangrak, Tree on 3",Bangkok,Bangkok,Thailand,10500,922614374,GMT+07:00 Asia/Bangkok,100.52,13.72
Starbucks,29615-254364,Tree on 3,Company Owned,"Rama 3 rd., Bangklo, Bang Kho Laem",Bangkok,Bangkok,Thailand,10120,632673396,GMT+07:00 Asia/Bangkok,100.5,13.69
Starbucks,26451-230784,The JAS Ramintra,Company Owned,"Ladplakhao Road, Bangkhen district",Bangkok,Bangkok,Thailand,10220,982573206,GMT+07:00 Asia/Bangkok,100.61,13.86
Starbucks,21631-213624,Grand China Hotel,Company Owned,"215 Yaowarat Road,Samphantawong",Bangkok,Bangkok,Thailand,10100,922624408,GMT+07:00 Asia/Bangkok,100.51,13.74
Starbucks,25152-239944,Abdulrahim Place,Company Owned,"990, Rama IV Road, Silom, Bangrak, Central East Ville - Fashion Galleria",Bangkok,Bangkok,Thailand,10500,614108965,GMT+07:00 Asia/Bangkok,100.54,13.73
Starbucks,29995-256329,Central East Ville-Fashion Zone,Company Owned,"Praditmanootham Road, Lardprao Lardprao, Show DC",Bangkok,Bangkok,Thailand,10230,632673372,GMT+07:00 Asia/Bangkok,100.61,13.8
Starbucks,49617-269864,Show DC,Company Owned,"Jaturatid Road,Bangkapi, Huai Khwang",Bangkok,Bangkok,Thailand,10310,625988479,GMT+07:00 Asia/Bangkok,100.57,13.75
Starbucks,26019-243024,Sikarin Hospital,Company Owned,"4/29 moo 10 Sinakharin rd, Bangna,, Ideo Mobi Charan-Interchange",Bangkok,Bangkok,Thailand,10260,614033516,GMT+07:00 Asia/Bangkok,100.65,13.65
Starbucks,49375-268164,Ideo Mobi Charan-Interchange,Company Owned,"531/1-2 Ideo Mobi Charan-Interchange, Ch, Bangkoknoi",Bangkok,Bangkok,Thailand,10700,613977922,GMT+07:00 Asia/Bangkok,100.47,13.76
Starbucks,21807-215328,Paseo Mall Ladkrabang,Company Owned,318/5 Ladkrabang Rd. Ladgrabang,Bangkok,Bangkok,Thailand,10520,922614380,GMT+07:00 Asia/Bangkok,100.73,13.72
Starbucks,21808-215325,Vanilla Moon,Company Owned,Chan Rd. Yannawa,Bangkok,Bangkok,Thailand,,922464183,GMT+07:00 Asia/Bangkok,100.52,13.71
Starbucks,20366-205085,The Walk Kaset Nawamintra,Company Owned,"505,507,509,511,511/1, 511/2, Prasertmanukij Road, Ladprao",Bangkok,Bangkok,Thailand,10230,818702373,GMT+07:00 Asia/Bangkok,100.63,13.83
Starbucks,24235-220827,The X Place,Company Owned,"Kanchanapisek Road, Bangkae",Bangkok,Bangkok,Thailand,10160,625931377,GMT+07:00 Asia/Bangkok,100.41,13.69
Starbucks,19971-188453,Siam Square 1,Company Owned,"Rama 1 Road, Patumwan, Little Walk Bangna",Bangkok,Bangkok,Thailand,10330,922464191,GMT+07:00 Asia/Bangkok,100.53,13.75
Starbucks,49440-268886,Little Walk Bangna,Company Owned,"769-769/3 Bangna-Trad Bangna, Bang Na, CTI Tower",Bangkok,Bangkok,Thailand,10260,614202172,GMT+07:00 Asia/Bangkok,100.64,13.67
Starbucks,29166-252506,CTI Tower,Company Owned,"Ratchadapisek Rd., Klongtoey",Bangkok,Bangkok,Thailand,10110,614217567,GMT+07:00 Asia/Bangkok,100.56,13.73
Starbucks,21111-209424,Victoria Garden,Company Owned,"Phetkasem Road, Laksong Sub-district, Bangkhae District",Bangkok,Bangkok,Thailand,10160,982514518,GMT+07:00 Asia/Bangkok,100.38,13.71
Starbucks,21878-215724,Plearnary Mall Watcharapol,Company Owned,"Watcharapol rd., Tha Rang, Gaysorn Shopping Centre",Bangkok,Bangkok,Thailand,10220,922834979,GMT+07:00 Asia/Bangkok,100.65,13.86
Starbucks,47429-258009,Gaysorn Shopping Centre,Company Owned,"999 Ploenchit road, Lumpini Pathumwan",Bangkok,Bangkok,Thailand,10330,625933786,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,33740-175304,Siam Discovery,Company Owned,"989 Siam discovery & Siam tower, Rama 1 Rd., Kasetsart University",Bangkok,Bangkok,Thailand,10330,632673410,GMT+07:00 Asia/Bangkok,100.53,13.75
Starbucks,27192-246869,Kasetsart University,Company Owned,"50 Ngam Wong Wan Rd,, Ladyaow,Chatuchak",Bangkok,Bangkok,Thailand,10900,844387322,GMT+07:00 Asia/Bangkok,100.57,13.84
Starbucks,22137-218144,UBC 2,Company Owned,"591 Sukhumvit Road  North Klongton, Vadhana, Emporium Atelier",Bangkok,Bangkok,Thailand,10110,922624305,GMT+07:00 Asia/Bangkok,100.57,13.73
Starbucks,29613-254365,Emporium Atelier,Company Owned,"662 Sukumvit Road, Klongtan,Klongtoey",Bangkok,Bangkok,Thailand,10110,614028099,GMT+07:00 Asia/Bangkok,100.57,13.73
Starbucks,24264-236806,The Paseo Park Kanchanaphisek,Company Owned,"8/14 Kanchanaphisek Road, Sala Thammasop, Happy Avenue Ladprao 101",Bangkok,Bangkok,Thailand,10170,614108966,GMT+07:00 Asia/Bangkok,100.41,13.77
Starbucks,29993-256326,Happy Avenue Ladprao 101,Company Owned,"787/101 Soi Ladprao 101  Ladprao Rd., Klong Chao Khun Singha, Wangthonglang",Bangkok,Bangkok,Thailand,10310,632262108,GMT+07:00 Asia/Bangkok,100.63,13.79
Starbucks,22405-214064,The JAS Wanghin,Company Owned,"Ladprao - Wanghin Road, Ladprao",Bangkok,Bangkok,Thailand,10230,922601403,GMT+07:00 Asia/Bangkok,100.59,13.82
Starbucks,24081-232246,Sun Towers,Company Owned,"123 Vibhavadi-Rangsit rd., Chomphon Chatuchak, Ideo Q Chula-Samyan",Bangkok,Bangkok,Thailand,10900,614108961,GMT+07:00 Asia/Bangkok,100.56,13.81
Starbucks,49376-268165,Ideo Q Chula-Samyan,Company Owned,"Ideo Q Chula-Samyan 660 Rama4 Rd., Mahap, Bangrak",Bangkok,Bangkok,Thailand,10500,613977923,GMT+07:00 Asia/Bangkok,100.53,13.73
Starbucks,19297-188464,Central Embassy,Company Owned,"Plernjit Road, Loompinee, Patumwan, Central Bangna Ground Floor",Bangkok,Bangkok,Thailand,10330,982514521,GMT+07:00 Asia/Bangkok,100.55,13.74
Starbucks,26228-243927,Central Bangna 1st Floor,Company Owned,"1093, G Floor Central City Bangna Bangna, Bangna, Athenee Tower",Bangkok,Bangkok,Thailand,10260,982573303,GMT+07:00 Asia/Bangkok,100.63,13.67
Starbucks,27193-246870,Athenee Tower,Company Owned,"63 Thanon Witthayu, Lumphini, Pathum Wan, Quartier Cineart",Bangkok,Bangkok,Thailand,10330,844387358,GMT+07:00 Asia/Bangkok,100.55,13.74
Starbucks,29616-254324,Quartier Cineart,Company Owned,"621 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Khet Watthana,, The Mall Bangkapi-4th Floor",Bangkok,Bangkok,Thailand,10110,626029505,GMT+07:00 Asia/Bangkok,100.57,13.73
Starbucks,29041-252084,The Mall Bangkapi-4th Floor,Company Owned,"3522, 4th Floor The Mall Bangkapi, Ladpr, Klongjang, Bangkapi, Riverside Plaza",Bangkok,Bangkok,Thailand,10240,614217056,GMT+07:00 Asia/Bangkok,100.64,13.77
Starbucks,29925-255985,Riverside Plaza,Company Owned,"257/6 Charoennakorn rd., Sumre, Thonburi, Central East Ville-Think Space",Bangkok,Bangkok,Thailand,10600,626029460,GMT+07:00 Asia/Bangkok,100.49,13.71
Starbucks,29996-256330,Central East Ville-Think Spaze,Company Owned,"Praditmanootham Road, Lardprao,Lardprao",Bangkok,Bangkok,Thailand,10230,632262117,GMT+07:00 Asia/Bangkok,100.61,13.8
Starbucks,25570-241248,Phyathai 2 Hospital,Company Owned,"943 Phaholyothin Road, Samsannai, Phyathai",Bangkok,Bangkok,Thailand,10400,613980128,GMT+07:00 Asia/Bangkok,100.54,13.77
Starbucks,18684-188446,Sathorn Square,Company Owned,"Sathorn Road, Sathorn, The Ninth Towers",Bangkok,Bangkok,Thailand,10120,982514517,GMT+07:00 Asia/Bangkok,100.53,13.72
Starbucks,48285-262144,The Ninth Towers,Company Owned,"33/4 Rama 9 road,, Huaykwang, Huaykwang, Amorini Boutique Lifestyle Mall",Bangkok,Bangkok,Thailand,10310,632262119,GMT+07:00 Asia/Bangkok,100.57,13.76
Starbucks,20367-205084,Amorini,Company Owned,1 Suansiam Rd Kannayao Kannayao,Bangkok,Bangkok,Thailand,10230,844276489,GMT+07:00 Asia/Bangkok,100.69,13.81
Starbucks,19711-188452,Paseo Town Ramkhamhaeng,Company Owned,"C101,C201 Ramkhamhaeng Rd.,, Saphansung, Saphansung",Bangkok,Bangkok,Thailand,10240,922798171,GMT+07:00 Asia/Bangkok,100.67,13.77
Starbucks,21432-211884,Praram 9 Hospital,Company Owned,"99 Soi Praram 9 Hospital, Rama IX road, Huaykwang, The Bright Rama 2",Bangkok,Bangkok,Thailand,10320,982514522,GMT+07:00 Asia/Bangkok,100.57,13.75
Starbucks,27424-247528,The Bright Rama 2,Company Owned,"15/9 Rama2 Rd, Thakarm, Bamgkhuntian, The Street",Bangkok,Bangkok,Thailand,10150,614216871,GMT+07:00 Asia/Bangkok,100.45,13.67
Starbucks,26559-244388,The Street,Company Owned,"139 Ratchadapisek Rd., DinDaeng, DinDaeng, Siam Center",Bangkok,Bangkok,Thailand,10400,625901123,GMT+07:00 Asia/Bangkok,100.57,13.77
Starbucks,33708-197425,Siam Center,Company Owned,"1st Fl.,  Rama I Rd.",Bangkok,Bangkok,Thailand,10330,844387323,GMT+07:00 Asia/Bangkok,100.53,13.75
Starbucks,19182-188449,Mercury Ville,Company Owned,"540 Mercury Tower, Ploenchit rd, Lumpini, Pathumwan District",Bangkok,Bangkok,Thailand,10330,818291163,GMT+07:00 Asia/Bangkok,100.54,13.74
Starbucks,49881-270792,All Season Place 2,Company Owned,"87/2 All Season Place,  Wireless Road, Phatumwan, Yodpiman The River Walk",Bangkok,Bangkok,Thailand,10330,625985640,GMT+07:00 Asia/Bangkok,100.55,13.74
Starbucks,25679-241664,Yodpiman River Walk,Company Owned,"390/17, Baan Moh rd. Wang Burapabhirom Pranakor, Station One",Bangkok,Bangkok,Thailand,10200,922590174,GMT+07:00 Asia/Bangkok,100.5,13.74
Starbucks,48465-263245,Station One,Company Owned,"Charoen Krung rd.,Pom Prap,Pom Prap Satt",Bangkok,Bangkok,Thailand,10100,613896260,GMT+07:00 Asia/Bangkok,100.51,13.74
Starbucks,26449-236807,Food Villa,Company Owned,"Ratchaphruek Road, Banglamad, Talingchan",Bangkok,Bangkok,Thailand,10170,614192837,GMT+07:00 Asia/Bangkok,100.44,13.76
Starbucks,49914-271624,Fortune Town,Company Owned,"1 Ratchadaphisek Rd,, Din Daeng",Bangkok,Bangkok,Thailand,10400,613977924,GMT+07:00 Asia/Bangkok,100.56,13.76
Starbucks,26661-239307,Suanplern Market,Company Owned,"Rama 4 Road, Klongtan, Klongtey, Emquartier",Bangkok,Bangkok,Thailand,10110,614172004,GMT+07:00 Asia/Bangkok,100.57,13.72
Starbucks,25169-239488,Emquartier,Company Owned,"693 Sukhumvit rd.,Klongtan-Nua, Wattana, Platinum Pratunam Basement",Bangkok,Bangkok,Thailand,10110,614100113,GMT+07:00 Asia/Bangkok,100.57,13.73
Starbucks,29994-256184,Platinum Pratunam Basement,Company Owned,"Basement Floor. The Platinum Fashion Mal, Ratchathewi, Wangburapha",Bangkok,Bangkok,Thailand,10400,626029418,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,26763-245185,Wangburapha,Company Owned,"661,663 Chakpetch rd., Burapha-Pirom, Phranakhon",Bangkok,Bangkok,Thailand,10200,844387435,GMT+07:00 Asia/Bangkok,100.5,13.75
Starbucks,20662-207465,Phyathai 3 Hospital,Company Owned,"111 Phet Kasem Road, Pak Khlong Phasi Charoen, Grand President Hotel",Bangkok,Bangkok,Thailand,10160,818699765,GMT+07:00 Asia/Bangkok,100.46,13.72
Starbucks,49880-271224,Grand President Hotel,Company Owned,"11,14,16 Soi Sukhunvit 11, Klongtoey-Nua, Wattana",Bangkok,Bangkok,Thailand,10110,844387320,GMT+07:00 Asia/Bangkok,100.56,13.74
Starbucks,21406-211888,Platinum Novotel Pratunum,Company Owned,"220 Petchaburi Road, Ratchatevee",Bangkok,Bangkok,Thailand,10400,844387431,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,28840-251144,Lotus Sukhapiban 1,Company Owned,"629/1 Nawamintr road, Nuanchan, Buengkoom, Metro West Town",Bangkok,Bangkok,Thailand,10230,614210122,GMT+07:00 Asia/Bangkok,100.66,13.83
Starbucks,20890-188466,Metro West Town,Company Owned,"212/2 Kalapapruek rd., Bangwha, Phasi Charoen",Bangkok,Bangkok,Thailand,10160,626015138,GMT+07:00 Asia/Bangkok,100.45,13.71
Starbucks,22739-224348,SCG Experience,Company Owned,"1444 Soi Ladprao 87, Bangkapi, Ha Ha",Bangkok,Bangkok,Thailand,10240,922464192,GMT+07:00 Asia/Bangkok,100.62,13.8
Starbucks,23755-233148,Ha Ha,Company Owned,"Srinakharin, Nongbon, Prawet, Fashion Island-2nd floor",Bangkok,Bangkok,Thailand,10260,922601402,GMT+07:00 Asia/Bangkok,100.65,13.69
Starbucks,26764-245184,Fashion Island-2nd Floor,Company Owned,"5/5-6, Fashion Island, Khannayao, Khannayao",Bangkok,Bangkok,Thailand,10230,614033517,GMT+07:00 Asia/Bangkok,100.68,13.83
Starbucks,22393-220684,SCG Head Office 3,Company Owned,"Headquaters 1Siam Cement Road, Bangsue, MBK - Prathumwan Princess Hotel",Bangkok,Bangkok,Thailand,10800,922624690,GMT+07:00 Asia/Bangkok,100.54,13.81
Starbucks,27010-246324,MBK-Pathumwan Princess Hotel,Company Owned,"444, 1st Floor MBK Tower, Wangmai	Patumwan, V Market",Bangkok,Bangkok,Thailand,10120,982573048,GMT+07:00 Asia/Bangkok,100.53,13.74
Starbucks,27326-247165,V Market,Company Owned,"Chalongkrung Road, Khwaeng Lamplathiew,Khet Lad Krabang, The Rest Area @ Prachachuen",Bangkok,Bangkok,Thailand,10520,614210194,GMT+07:00 Asia/Bangkok,100.8,13.76
Starbucks,25904-242706,The Rest Area at Prachachuen,Company Owned,"Prachachuen rd., Bang-Sue",Bangkok,Bangkok,Thailand,,614100116,GMT+07:00 Asia/Bangkok,100.53,13.84
Starbucks,32359-136499,The Mall Bangkae,Company Owned,"275, G Zone Fashion Hall 1, Moo 1, Petchakasem Road",Bangkae,Bangkok,Thailand,10160,844387432,GMT+07:00 Asia/Bangkok,100.41,13.71
Starbucks,2046-141768,CDC,Company Owned,"Crytal Design Center, Room No.Z2.143, Soi Lardprao 87",Bangkapi,Bangkok,Thailand,10240,819393806,GMT+07:00 Asia/Bangkok,100.62,13.8
Starbucks,1478-142236,Vejthani Hospital,Company Owned,"Vejthani Hospital, No.1, Soi Lardprao 111, Lardprao Road",Bangkapi,Bangkok,Thailand,10240,844387449,GMT+07:00 Asia/Bangkok,100.64,13.77
Starbucks,17707-182486,The Scene Town in Town,Company Owned,"Sriwara Road, Wana Thong Lang, Sriwara Road,, The Mall Bangkapi",Bangkapi,Bangkok,Thailand,10310,847517727,GMT+07:00 Asia/Bangkok,100.61,13.77
Starbucks,33741-253264,The Mall Bangkapi G/F,Company Owned,"3522, Food Center G Floor, The Mall Bangkapi, Ladprao Road, The Mall Bangkapi",Bangkapi,Bangkok,Thailand,10240,844387362,GMT+07:00 Asia/Bangkok,100.64,13.77
Starbucks,1488-142949,The Mall Bangkapi-Main Hall,Company Owned,"3522, Main Hall 2nd Floor, The Mall Bangkapi, Ladprao Road",Bangkapi,Bangkok,Thailand,10240,844387334,GMT+07:00 Asia/Bangkok,100.64,13.77
Starbucks,18294-188424,The Mall 3 Ramkhamhaeng,Company Owned,"1909 The Mall Shopping Center 3, Ramkamheang, Ramkamheang Road",Bangkapi,Bangkok,Thailand,10240,847517625,GMT+07:00 Asia/Bangkok,100.61,13.75
Starbucks,31820-123524,Central Ramindra,Company Owned,"302/1 Central Ramindra Dept Room 117&118, Moo 3, Central Ramindra, Ramindra Road, Chatrium Residence Building",Bangkhen,Bangkok,Thailand,10220,844387415,GMT+07:00 Asia/Bangkok,100.6,13.87
Starbucks,32095-130704,Riverside Garden,Company Owned,"Unit26/6&unit26/7 Ground Floor Lobby,, 26 Chatrium Residence, Charoenkrung Road, Central Rama II",Bangkhorlaem,Bangkok,Thailand,10120,844387422,GMT+07:00 Asia/Bangkok,100.51,13.71
Starbucks,33731-80440,Rama2,Company Owned,"128, 1st Floor Central Plaza Rama 2, Moo 6 Rama 2 Road",Bangkhuntien,Bangkok,Thailand,10150,844387348,GMT+07:00 Asia/Bangkok,100.44,13.66
Starbucks,30990-101743,Major Pinklao,Company Owned,"554, 3rd Floor Major Pinklao, Borom Ratchonni Road",Bangkok Noi,Bangkok,Thailand,10700,844387390,GMT+07:00 Asia/Bangkok,100.48,13.78
Starbucks,17595-183724,Siriraj Hospital,Company Owned,"2 Siriraj Piyamaharajkarun, Phannok Road, Central Plaza Pinklao",Bangkok Noi,Bangkok,Thailand,10700,848741731,GMT+07:00 Asia/Bangkok,100.49,13.76
Starbucks,33707-256557,Pinklao-Relo,Company Owned,"7/318, 1st Floor Central Plaza Pinklao, Barom Ratchonni Road, Sivadon Building",Bangkok Noi,Bangkok,Thailand,10700,922571208,GMT+07:00 Asia/Bangkok,100.48,13.78
Starbucks,33703-11378,Convent,Company Owned,"1/3, Sivadon Building, Convent Road, Central City Bangna",Bangluck,Bangkok,Thailand,10500,844387318,GMT+07:00 Asia/Bangkok,100.53,13.73
Starbucks,33710-13646,Bangna,Company Owned,"1093, 2nd Floor Central City Bangna, Bangna-Trad Road Km.3, Montien Plaza Shopping Mall",Bangna,Bangkok,Thailand,10260,844387325,GMT+07:00 Asia/Bangkok,100.63,13.67
Starbucks,33705-12083,Montien,Company Owned,"1st Floor Montien Plaza Shopping Mall, Near Suriwong Road",Bangrak,Bangkok,Thailand,10500,844387320,GMT+07:00 Asia/Bangkok,100.53,13.73
Starbucks,24147-236047,United Center,Company Owned,"323 Silom road, Silom",Bangrak,Bangkok,Thailand,10500,844387369,GMT+07:00 Asia/Bangkok,100.53,13.73
Starbucks,2048-141705,Boonmitr Building,Company Owned,"Boonmitr building No. 138, Silom road",Bangrak,Bangkok,Thailand,10500,844387454,GMT+07:00 Asia/Bangkok,100.53,13.73
Starbucks,33743-95068,State Tower,Company Owned,"1055, State Tower Unit P1-12 and P1-13, Silom Road, Silom Complex",Bangrak,Bangkok,Thailand,10500,844387364,GMT+07:00 Asia/Bangkok,100.52,13.72
Starbucks,18229-181873,Silom Complex,Company Owned,"Silom Complex, 191, Silom Road",Bangrak,Bangkok,Thailand,10500,913799267,GMT+07:00 Asia/Bangkok,100.53,13.73
Starbucks,30703-98237,Baan Silom,Company Owned,"663, Building 2 No. A1, Silom Road, U Chu Liang Building",Bangrak,Bangkok,Thailand,10500,844387355,GMT+07:00 Asia/Bangkok,100.52,13.72
Starbucks,33726-68941,U Chu Liang,Company Owned,"968, Rama 4 Road",Bangrak,Bangkok,Thailand,10500,844387341,GMT+07:00 Asia/Bangkok,100.54,13.73
Starbucks,33749-96437,SFX Ladprao,Company Owned,"1691, 6th Floor Central Ladprao, Phaholyothin Road, Central Plaza Ladprao",Chatuchak,Bangkok,Thailand,10900,811719665,GMT+07:00 Asia/Bangkok,100.56,13.82
Starbucks,33702-11376,Ladprao,Company Owned,"1693, 2nd Floor Central Plaza Ladprao, Phaholyothin Road, Siam Commercial Bank Building West",Chatuchak,Bangkok,Thailand,10900,811719403,GMT+07:00 Asia/Bangkok,100.56,13.82
Starbucks,33709-15178,SCB,Company Owned,"1st Floor Siam Commercial Bank, Building West, Ratchada Road",Chatuchak,Bangkok,Thailand,10900,844387324,GMT+07:00 Asia/Bangkok,100.57,13.83
Starbucks,32431-134825,Siam Future Ratchayothin,Company Owned,"234/2, Major Avenue Ratchayothin,, Room B108, first Floor, Ratchadapisek Rd",Chatujak,Bangkok,Thailand,10900,844387434,GMT+07:00 Asia/Bangkok,100.57,13.83
Starbucks,19002-191244,Bangpakok9 Inter Hosp,Company Owned,"Bangpakok 9 International Hospital 362, Rama 2 Road",Chomthong,Bangkok,Thailand,10150,818053265,GMT+07:00 Asia/Bangkok,100.47,13.68
Starbucks,18775-195210,DonMuang Airport (Domestic),Company Owned,"222, Vipawadee Rangsit Rd.",Don Muang,Bangkok,Thailand,10210,908808757,GMT+07:00 Asia/Bangkok,100.6,13.92
Starbucks,18776-195209,DonMuang Airport (Inter),Company Owned,"222, Vipawadee Rangsit Rd., Supreme Samsen Plaza",Don Muang,Bangkok,Thailand,10210,6625043243,GMT+07:00 Asia/Bangkok,100.6,13.92
Starbucks,13058-155768,Supreme Plaza - Bangkok,Company Owned,"Supreme Samsen Mall, No. 1024, Samsen road",Dusit,Bangkok,Thailand,10300,844387463,GMT+07:00 Asia/Bangkok,100.52,13.79
